"Name","id","Last Updated","Phone","Website/Social Media","Neighborhood","Category","Latitude","Longitude","Address","Notes","Sub-Category","Zipcode","Created time","Status","Donate","Source","Hours","Pickup Offered","Delivery Offered","Special Accommodation Hours","Delivery/Pickup Notes","MWBE","Instagram","Email","SNAP/EBT","WIC","Delivery Apps","Type of Service","Black Owned Business"
"Kababish",1460,,"(718) 565-5131","http://kababish.com/menu.php","Elmhurst-Maspeth","Restaurants, Bars, Cafes & Bakeries",40.747594,-73.894016,"7064 Broadway, Jackson Heights","Pickup & Delivery (718) 565-5131
","restaurant,food","11372","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Espresso 77",1461,,"(718) 424-1077","http://www.espresso77.com/","Jackson Heights","Restaurants, Bars, Cafes & Bakeries",40.749549,-73.888537,"35-57 77th St, Queens","Pickup & Delivery (718) 424-1077 Merch and coffee beans available online
","cafe,bar,restaurant,food","11372","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Mama Rosa's Pizza",1462,,"(347) 649-1862","https://mama-rosa-brick-oven-pizzeria.business.site/","Jackson Heights","Restaurants, Bars, Cafes & Bakeries",40.749549,-73.888537,"77-09 37th Ave, Jackson Heights","Pickup & Delivery (347) 649-1862
","meal_delivery,restaurant,food","11372","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"The Nourish Spot",1463,,"(718) 526-2099","https://the-nourish-spot.business.site/","South Jamaica","Restaurants, Bars, Cafes & Bakeries",40.698054,-73.792021,"107-05 Guy R Brewer Blvd, Jamaica","Pickup & Delivery (718) 526-2099 Read more: <https://ediblequeens.ediblecommunities.com/eat/smoothie-operators>
","restaurant,food","11433","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"A Live Kitchen",1464,,"(718) 470-2587","https://a-live-kitchen.business.site/","Laurelton","Restaurants, Bars, Cafes & Bakeries",40.676574,-73.742689,"227-16 Merrick Blvd, Laurelton","Pickup & Delivery (718) 470-2587 Read more:  <https://ediblequeens.ediblecommunities.com/eat/live-laurelton>
","restaurant,food","11413","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Hahm Ji Bach",1465,,"(718) 460-9289","http://www.hahmjibach.nyc/","Murray Hill","Restaurants, Bars, Cafes & Bakeries",40.763111,-73.814893,"40-11 149th Pl, Queens","Pickup & Delivery (718) 460-9289
","restaurant,food","11354","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Yummy Tummy Asian Bistro",1466,,"(718) 888-0220","http://www.yummytummyny.com/","Murray Hill","Restaurants, Bars, Cafes & Bakeries",40.762191,-73.804271,"161-16 Northern Blvd, Flushing","Pickup & Delivery (718) 888-0220 12pm-9:30pm
","restaurant,food","11358","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Evil Twin",1467,,"(718) 366-1850","https://eviltwin.nyc/","Ridgewood","Restaurants, Bars, Cafes & Bakeries",40.696262,-73.904018,"1616 George St, Ridgewood","Pickup & Delivery (718) 366-1850
","cafe,bar,food","11385","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Los Verdes",1468,,"(718) 255-6600","https://losverdes.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742225,-73.918216,"46-26 Greenpoint Ave, Sunnyside","Pickup & Delivery 718-255-6600
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Pelicana",1469,,"(718) 255-6650","http://www.pelicanausa.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742428,-73.917559,"47-08 Greenpoint Ave, Sunnyside","Pickup & Delivery 718-255-6550
","meal_delivery,restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Don Pollo",1470,,"(718) 647-0007","http://donpollonyc.com/","Woodhaven","Restaurants, Bars, Cafes & Bakeries",40.684129,-73.857314,"83-02 95th Ave, Ozone Park","Pickup & Delivery 718-361-5898
","bakery,meal_delivery,restaurant,food","11416","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Pete's Grill",1471,,,,"Forest Hills","Restaurants, Bars, Cafes & Bakeries",40.718011,-73.837699,,"Pickup & Delivery 718-937-2220
",,"11375","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Abuqir",1472,,"(718) 274-3474","http://www.abuqirseafoodqueens.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.768444,-73.911004,"24-19 Steinway St, Astoria","Pickup & Delivery (718) 274-3474
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Bel-Aire Diner",1473,,"(718) 721-3160","http://www.belairediner.nyc/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.765274,-73.931288,"31 91 21st St, Queens","Pickup & Delivery (718) 721-3160
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Addy's Barbeque",1474,,"(718) 433-9568",,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.76173,-73.917115,"30-94 Steinway St, Astoria","Pickup & Delivery (347) 699-1893
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Antika Brick Oven Pizza & Pasta",1475,,"(718) 545-0555","http://www.antikapizzeriaastoria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764681,-73.917244,"36-08 30th Ave, Queens","Pickup & Delivery (718) 545-0555
","meal_delivery,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Alba's",1476,,"(718) 932-5924","http://www.albapizza.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.773794,-73.907766,"36-20 Ditmars Blvd, Astoria","Pickup & Delivery (718) 932-5924
","meal_delivery,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Gino's of Broadway",1477,,"(718) 274-9000","https://www.ginospizzaastoria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.757712,-73.915782,"43-19 Broadway, Astoria","Pickup & Delivery (718) 274-9000
","meal_delivery,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"KFC",1478,,"(718) 267-2222","https://locations.kfc.com/ny/astoria/3042-steinway-street","Astoria","Restaurants, Bars, Cafes & Bakeries",40.76296,-73.916109,"3042 Steinway St, Queens","Pickup & Delivery (718) 267-2222
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Ecuadorian Food",1479,,"(718) 729-2889","https://ecuadorianfood1.wixsite.com/mysite","Astoria","Restaurants, Bars, Cafes & Bakeries",40.755921,-73.919614,"41-20 34th Ave, Long Island City","Pickup & Delivery (718) 729-2889
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"El Mero Mero",1480,,"(718) 392-2444","http://elmeromeronyc.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.753984,-73.923886,"35-57 38th St, Astoria","Pickup & Delivery (718) 392-2444
","meal_delivery,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"La Gata Golosa Bakery CafÃ©",1481,,"(718) 806-1493","http://gatagolosaastoria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.762008,-73.925856,"30-18 Broadway, Astoria","Pickup & Delivery (718) 806-1493
","bakery,cafe,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Ecuadorian Restaurant II",1482,,"(347) 507-1286","https://ecuadorian-restaurant-ii.business.site/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.755186,-73.927235,"3406 36th Ave, Queens","Pickup & Delivery (347) 507-1286
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Djerdan Burek Astoria",1483,,,,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.75961,-73.927741,,"Pickup & Delivery (718) 721-2694
",,"11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Egypt Restaurant",1484,,"(718) 932-8000","https://www.luxorfeteer.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.761554,-73.916555,"3091 Steinway St, Queens","Pickup & Delivery (718) 932-8000
","meal_delivery,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Gyro World",1485,,"(718) 278-4976","http://gyroworld.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764764,-73.917423,"36-02 30th Ave, Astoria","Pickup & Delivery (718) 278-4976
","meal_delivery,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Chipotle",1486,,"(347) 448-5619","https://locations.chipotle.com/ny/astoria/3173-steinway-st?utm_source=google&utm_medium=yext&utm_campaign=yext_listings","Astoria","Restaurants, Bars, Cafes & Bakeries",40.759376,-73.918314,"3173 Steinway St, Queens","Pickup & Delivery (347) 448-5619
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Exquisito",1487,,"(718) 784-3505",,"Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.759501,-73.936563,"21-12 36th Ave, Queens","Pickup & Delivery (718) 784-3505
","meal_delivery,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Layaly Hookah Grill Lounge",1488,,"(718) 606-8778","https://facebook.com/layalycafe.us/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.757446,-73.915325,"4409 Broadway, Astoria","Pickup & Delivery (718) 606-8778
","cafe,night_club,bar,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Samaria",1489,,,,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.76555,-73.930521,,"Pickup & Delivery (718) 545-5304
",,"11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"VIA VAI",1490,,"(347) 612-4334","http://www.viavai-ny.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.774262,-73.912318,"31-09 23rd Ave, Astoria","Pickup & Delivery (347) 612-4334
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Pink Nori Sushi-Japanese Fusion Cuisine",1491,,"(718) 685-2365","http://www.pinknorinyc.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764708,-73.917303,"36-06 30th Ave, Astoria","Pickup & Delivery (718) 685-2365
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Mike's Diner",1492,,"(718) 721-9220","http://www.mikesdinerastoria.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.775142,-73.911445,"2237 31st St, Astoria","Pickup & Delivery (718) 721-9220
","meal_delivery,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Prik Thai Kitchen",1493,,"(718) 777-1502","http://www.prikthaikitchen.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.7609019,-73.9089495,"47-16 30th Ave, Astoria","Pickup & Delivery (718) 777-1410
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Rosa's Pizza",1494,,"(718) 726-1296","https://www.orderrosaspizzamenu.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.767082,-73.929701,"31-01 21st St, Astoria","Pickup & Delivery (718) 726-1296
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Retro Pizza Cafe",1495,,"(347) 612-4460","https://www.retropizzaastoria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.758356,-73.918151,"41-02 Broadway, Astoria","Pickup & Delivery (347) 612-4460
","meal_delivery,meal_takeaway,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Mochiron Izakaya",1496,,"(347) 808-9089","https://mochiron-izakaya.business.site/?utm_source=gmb&utm_medium=referral","Astoria","Restaurants, Bars, Cafes & Bakeries",40.765346,-73.918549,"34-18 30th Ave, Astoria","Pickup & Delivery (347) 808-9089
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Ornella Trattoria",1497,,"(929) 205-4482",,"Steinway","Restaurants, Bars, Cafes & Bakeries",40.774849,-73.913127,"29 17 23rd Ave, Queens","Pickup & Delivery (929) 205-4482
","meal_delivery,meal_takeaway,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Pollos A La Brasa Mario",1498,,"(718) 932-2424","https://pollosastoria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.75886,-73.918165,"4019 Broadway, Long Island City","Pickup & Delivery (718) 932-2424
","meal_delivery,bar,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"New York Pao De Queijo",1499,,"(718) 204-1979","http://www.newyorkpaodequeijo.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.762666,-73.926106,"31-90 30th St, Astoria","Pickup & Delivery (718) 204-1979
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Stamatis",1500,,"(718) 932-8596",,"Steinway","Restaurants, Bars, Cafes & Bakeries",40.775022,-73.913327,"29-09 23rd Ave, Astoria","Pickup & Delivery (718) 932-8596
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"MAX Bratwurst & Bier",1501,,"(718) 777-1635","http://maxbratwurstundbiertogo.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.761022,-73.909417,"4702 30th Ave #1266, Astoria","Pickup & Delivery (718) 777-1635
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"The Yard",1502,,"(718) 932-2096",,"Steinway","Restaurants, Bars, Cafes & Bakeries",40.774963,-73.913297,"29-11 23rd Ave, Queens","Pickup & Delivery (718) 932-2096
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Palermo Restaurant",1503,,"(718) 267-0010","http://www.palermorestaurantmenu.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.777352,-73.92152,"23-92 21st St, Queens","Pickup & Delivery (718) 267-0010
","meal_delivery,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Sac's Place",1504,,"(718) 204-5002","http://sacsplace.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.756939,-73.924504,"35-11 35th Ave, entrance by the security booth, Astoria","Pickup & Delivery (718) 204-5002
","bar,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Popeyes Louisiana Kitchen",1505,,"(347) 531-0906","https://www.popeyes.com/store-locator/store/restaurant_85647","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764518,-73.933261,"33-18 21st St, Long Island City","Pickup & Delivery (347) 531-0906
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Psari Seafood Restaurant & Bar",1506,,"(718) 786-6015","http://www.psari-restaurant.com/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.755893,-73.928703,"32-10 36th Ave, Long Island City","Pickup & Delivery (718) 786-6015
","bar,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Lite Bites & Grill",1507,,"(718) 728-1133","http://www.litebitesastoria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.75909,-73.91865,"31-91 Steinway St, Astoria","Pickup & Delivery (718) 728-1133
","meal_delivery,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Ninoâ€™s AQ",1508,,,,"Steinway","Restaurants, Bars, Cafes & Bakeries",40.774957,-73.908564,,"Pickup & Delivery (718) 777-0010
",,"11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Vite Vinosteria Astoria",1509,,"(718) 278-8483","http://www.vitevinosteria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.76294,-73.92113,"31-05 34th St, Astoria","Pickup & Delivery (718) 278-8483
","meal_delivery,meal_takeaway,bar,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Pita Hot Natural Health Food",1510,,"(718) 932-8282","http://orderpitahot.com/","Old Astoria","Restaurants, Bars, Cafes & Bakeries",40.768548,-73.924439,"25-13 30th Ave, Astoria","Pickup & Delivery (718) 932-8282
","restaurant,food","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Wing-Stop",1511,,"(718) 777-9464","https://www.wingstop.com/location/wingstop-535-astoria-ny-11103/menu?utm_source=google&utm_medium=distrib&utm_campaign=google-distrib","Astoria","Restaurants, Bars, Cafes & Bakeries",40.761027,-73.917685,"31-14 Steinway St, Queens","Pickup & Delivery (718) 777-9464
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Mi Espiguita",1512,,"(718) 777-5648",,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.760946,-73.926556,"32-44 31st St, Astoria","Pickup & Delivery (718) 777-5648
","meal_delivery,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Astoria Bier & Cheese",1513,,"(718) 545-5588","http://astoriabierandcheese.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.76046,-73.92263,"3414 Broadway, Astoria","Pickup & Delivery (718) 545-5588
","bar,liquor_store,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Fusion Juice Bar",1514,,"(347) 642-5351","http://www.fusionjuicebar.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.761813,-73.917595,"3093 38th St, Queens","Pickup & Delivery (347) 642-5351
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Gakyiozompe",1515,,,,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.741198,-73.917568,,"Pickup & Delivery
",,"11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Grandma's Cheesecake Sandwiches",1516,,"(917) 596-9270","https://grandmascheesecakesandwiches.com/","Whitestone","Restaurants, Bars, Cafes & Bakeries",40.790108,-73.812146,"12-40 Clintonville St 1st fl, Whitestone","Pickup & Delivery (917) 832-6919
","bakery,food","11357","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Rice x Beans",1517,,"(718) 255-1633","http://www.ricexbeans.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.757325,-73.907889,"30-86 51st St, Woodside","Pickup & Delivery (718) 255-1633
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Schmidt's Candy",1518,"2020-05-21T04:00:00.000Z",,,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.757325,-73.907889,,"Call (718) 846-9326 Tues-Fri 11am-6:30pm Sat 11am-6pm Mon & Sun Closed Pickup & Delivery <https://schmidtscandy.com>
",,"11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"SoleLuna",1519,,"(929) 296-3942","http://www.solelunanyc.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743323,-73.923698,"40-1 Queens Blvd, Sunnyside","Pickup & Delivery
","bar,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Sparrow Tavern",1520,,"(718) 606-2260","http://www.thesparrowtavern.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.772732,-73.916492,"24-01 29th St, Astoria","Pickup & Delivery
","bar","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Casa Del Chef Bistro",1521,,"(718) 457-9000","http://www.casadelchefny.com/","Woodside","Restaurants, Bars, Cafes & Bakeries",40.746266,-73.900098,"39-06 64th St, Woodside","Pickup & Delivery (718) 457-9000
","restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Taverna Kyclades",1522,,"(718) 631-2000","http://www.tavernakyclades.com/","Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.764467,-73.771736,"39-28 Bell Blvd, Bayside","Pickup & Delivery 718-631-2000
","restaurant,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"CINCO DE MAYO",1523,,"(718) 224-0330",,"Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.761932,-73.769834,"42-29 Bell Blvd, Bayside","Pickup & Delivery 718 224 0330
","bar,restaurant,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Bareburger",1524,,"(718) 279-2273","https://bareburger.com/","Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.761729,-73.770351,"42-38 Bell Blvd, Bayside","Pickup & Delivery 718-279-2273  12-9PM Everyday
","restaurant,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Sangarita's",1525,,"(718) 428-2727","http://sangaritas.com/","Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.76414,-73.771559,"40-02 Bell Blvd, Bayside","Pickup & Delivery 718-428-2727
","night_club,bar,restaurant,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"I Heart Mac & Cheese",1526,,"(347) 836-8720","http://www.iheartmacandcheeseny.com/","Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.763082,-73.770303,"41-19 Bell Blvd, Bayside","Pickup & Delivery 347-836-8720
","restaurant,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Momo Ashi",1527,,"(718) 819-8848",,"Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.763999,-73.771483,"40-6 Bell Blvd, Bayside","Pickup & Delivery 718-819-8848
","cafe,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Papazzio Restaurant",1528,,"(718) 229-1962","http://www.papazzio.com/","Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.764224,-73.771632,"39-38 Bell Blvd, Bayside","Pickup & Delivery 718-229-1962
","bar,restaurant,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Kenta Sushi",1529,,"(718) 225-4898",,"Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.764711,-73.771258,"39-23 Bell Blvd, Bayside","Pickup & Delivery 718-225-4898
","restaurant,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Bourbon Street",1530,,"(718) 224-2200","https://www.bourbonstreetny.com/","Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.763854,-73.771405,"40-12 Bell Blvd, Bayside","Pickup & Delivery 718 224 2200
","bar,restaurant,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Maria's Mediterranean",1531,,"(718) 279-1606","https://www.mariasonbell.com/","Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.766185,-73.772022,"38-11 Bell Blvd, Bayside","Pickup & Delivery 718-279-1497
","restaurant,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Ben & Teena's Ice Cream",1532,,"(718) 229-0229","http://www.benandteenas.com/","Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.764494,-73.771187,"39-33 Bell Blvd, Bayside","Pickup & Delivery 718 229 0229
","bakery,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"D'Alessandro's Corner Grill",1533,,"(718) 224-7455","https://www.dalessandroscornergrillmenu.com/","Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.764494,-73.771187,"3935 Bell Blvd, Bayside","Pickup & Delivery 718 224 7455
","meal_delivery,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Fiamma 41",1534,,"(718) 225-5700","http://www.fiamma41.com/","Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.763533,-73.76988,"214-26 41st Ave, Queens","Pickup & Delivery 718-225-5700
","meal_delivery,bar,restaurant,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"MR. WASABI",1535,,"(718) 224-1133",,"Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.761874,-73.770412,"42-32 Bell Blvd, Bayside","Pickup & Delivery 718 224 1133
","restaurant,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Fino Wine & Tappas",1536,,"(718) 229-1330","http://www.finowinetapas.com/","Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.764956,-73.771386,"39-13 Bell Blvd, Queens","Pickup & Delivery 718-229-1330
","restaurant,bar,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Bayside Dumpling",1537,,"(718) 224-8818","https://baysidedumplingny.com/","Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.762174,-73.770508,"42-18 Bell Blvd, Queens","Pickup & Delivery 718 224 8818/8815
","restaurant,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"One Station Plaza",1538,,"(718) 224-0060","http://ospbayside.com/","Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.76329,-73.771348,"213-10 41st Ave, Bayside","Pickup & Delivery 718-224-0060
","bar,restaurant,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Red Mango",1539,,"(718) 352-5000","https://locations.redmangousa.com/ll/US/NY/Bayside/42~23-Bell-Blvd_","Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.762015,-73.769946,"42-23 Bell Blvd, Queens","Pickup & Delivery 917 421 0669
","food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Erawan Thai Cuisine",1540,,"(718) 428-2112","http://erawanthaibayside.com/","Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.761811,-73.769777,"42-31 Bell Blvd, Queens","Pickup & Delivery 718-428-2112
","restaurant,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Pelicana",1541,,"(718) 224-2224","https://bayside-pelicana.business.site/","Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.76103,-73.769484,"43-13 Bell Blvd, Queens","Pickup & Delivery 718 224 2224
","restaurant,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Masala Box",1542,,"(718) 281-2699","http://www.themasalabox.com/","Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.7625625,-73.7707123,"42-02 Bell Blvd, Queens","Pickup & Delivery 718 281 2699
","night_club,bar,restaurant,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Donovan's of Bayside",1543,,"(718) 423-5353","https://www.donovansofbayside.com/","Bayside-Bayside Hills","Restaurants, Bars, Cafes & Bakeries",40.763486,-73.770281,"21416 41st Ave, Bayside","Pickup & Delivery 718-423-5353
","bar,restaurant,food","11361","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"36th Ave. Wine and Spirits",1544,,,,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.747661,-73.940088,,"Pickup & Delivery 718-361-6080
",,"11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
